1
10000 20000
3 8315 7259
1 3292 94
3 8297 6373
3 4898 3208
2 4939 4941
1 2948 72
1 3844 17
1 7412 64
3 4512 6779
2 9617 2637
1 9473 16
3 1139 6397
1 7977 93
1 9126 96
3 237 7233
3 3093 7857
1 4444 60
1 2068 31
2 5322 1253
2 9982 7221
3 837 7538
1 4541 50
1 696 50
1 3596 75
3 6009 8355
2 2386 7799
3 6685 2360
2 4475 3343
3 5081 5016
1 802 64
1 1897 36
3 6159 7488
3 2582 9238
2 6402 2866
3 2515 8874
3 5861 7611
2 3414 4295
2 493 5121
1 7798 61
3 3035 9017
1 2688 79
2 7863 364
2 5425 2945
3 8256 5698
1 844 55
3 1211 4073
2 1016 3838
1 5351 83
1 2742 93
3 3672 1678
3 4599 9709
3 4062 3923
1 773 12
2 3553 3954
3 5310 9510
3 5940 720
2 4180 8087
2 6714 3970
3 720 4415
2 4927 8087
2 4503 2685
2 1931 3098
2 9722 462
2 6809 4014
3 5946 5675
1 7644 42
2 4716 5793
1 1780 74
2 5915 9578
3 499 856
3 3111 5358
3 5432 7288
2 8028 3361
3 6322 170
3 2217 6115
1 4603 73
1 4363 0
1 811 14
2 6949 2718
2 8598 9568
3 4685 2678
2 7104 4462
3 8973 8841
1 9008 2
3 3998 3730
2 2368 7703
2 2352 504
3 4480 6570
2 5465 3518
3 2380 8468
2 6502 3152
1 2182 32
1 3609 51
1 8915 31
3 4932 3583
3 6751 2303
2 1627 4654
3 3332 5485
3 1839 949
2 3063 9680
1 5865 53
2 7322 4866
2 1604 6669
2 4725 8600
1 8753 59
1 1108 71
2 7438 965
3 360 4296
2 6202 2486
1 7657 61
3 9741 9401
2 3424 3074
3 65 1029
1 2079 89
2 9499 5113
1 6779 42
2 689 6625
3 8440 6984
2 8027 3186
3 8563 5099
3 5130 4840
1 7905 80
2 898 4679
1 8191 82
1 5666 70
2 695 9461
3 1852 6502
3 325 4941
3 3093 2968
1 3383 97
1 5972 97
2 8402 3591
1 1483 26
2 5033 5074
2 4144 1245
1 6978 66
1 5306 76
2 1812 466
3 5182 9910
3 8089 4607
1 4950 41
3 8939 4857
2 2749 2883
2 7590 4268
3 2099 8411
3 4829 3130
3 7020 1258
1 4239 11
3 5697 4602
2 8648 2690
3 5833 8784
3 2379 7722
3 2516 6822
2 9845 4412
2 5895 2862
2 5893 7690
2 7829 4710
1 3630 5
1 4337 99
3 7603 7469
1 488 11
3 876 2031
1 7400 95
2 9550 743
1 3793 71
1 500 55
2 3221 6709
2 6943 2966
2 86 1765
1 3550 82
2 4617 6730
1 6409 37
3 6180 3200
2 2643 2749
2 9870 520
3 6309 7627
1 3762 37
2 5628 494
2 7591 579
1 4892 21
2 273 5729
1 2259 23
1 6976 4
2 9885 3792
2 1458 13
3 9668 6321
2 6757 6759
1 5023 6
3 6373 6328
3 7604 4701
2 8200 4973
3 1878 6796
3 3159 8553
1 2698 39
1 5228 68
1 76 20
2 3400 5374
2 5030 8632
3 7152 5004
3 6205 2607
3 19 807
1 6376 64
1 6660 75
1 169 83
2 5535 1053
1 4616 45
2 4430 6125
2 3323 7506
3 7306 4658
3 7617 862
2 2628 7232
1 1351 14
2 4798 6272
1 270 32
3 8360 4242
3 133 9239
1 5819 69
1 4690 79
3 7973 7000
1 250 68
3 9372 3595
3 2181 8910
2 6729 3707
1 6872 18
3 3693 1251
2 7671 1383
3 4375 1904
2 7203 1835
3 3888 6159
3 1583 3528
3 6491 2899
2 8630 1432
2 2969 8160
1 1977 78
2 9248 5322
2 9157 2993
2 4657 7367
2 177 921
3 5390 1160
2 7603 2742
1 6116 83
2 1207 566
1 5769 90
2 6281 3465
2 4915 2712
2 4799 8220
2 2417 9229
3 8291 9405
2 6000 1146
3 9867 5101
1 7043 12
3 3905 3442
3 1981 6684
1 5856 15
1 9068 27
1 4641 65
1 2324 43
3 1692 6087
3 5212 8438
3 9892 8304
3 7313 1916
1 3014 20
1 2200 42
3 2750 8720
3 2373 8447
3 4707 7713
2 5260 9508
1 1712 93
1 3453 30
3 9966 9006
2 8101 6318
2 2119 9339
1 2171 81
2 9128 7734
1 8141 89
3 8385 1164
1 5841 6
2 3130 4168
1 1183 38
2 5337 1064
1 5595 38
1 2536 60
3 2154 6269
2 1252 5396
3 9068 7037
2 1683 5421
2 8362 2280
1 3031 0
1 5502 41
1 4027 45
3 1108 2426
3 1987 2338
1 8572 7
2 6461 2094
1 6978 46
2 7842 5548
1 6939 99
1 5702 79
1 9890 79
1 4541 29
2 7344 2508
1 5856 72
2 9789 5753
3 625 2213
3 6857 4311
3 125 2152
2 1517 3251
1 9865 88
3 620 7714
3 9650 2695
1 7767 65
3 7059 7963
3 6137 4103
2 6057 4728
3 4423 1584
1 9149 53
2 4433 9576
1 2148 71
2 8025 8088
3 4784 7737
1 9493 90
1 4235 8
3 1472 7600
1 4152 38
2 3618 4431
3 6459 1084
1 1898 2
1 8058 96
2 76 8716
3 5469 3499
3 3556 6441
3 8032 49
2 6823 7872
3 9716 9310
3 3688 9279
2 9243 5737
1 7011 8
2 5102 2287
2 2111 8714
3 7207 4182
3 6391 4089
2 9980 2121
1 9216 79
2 1331 1362
2 7638 5049
2 4726 643
1 3332 97
3 9290 1304
2 20 9767
3 5818 6973
1 6294 64
3 3553 6047
2 2040 1079
2 4751 2409
2 6770 6398
2 8068 1124
1 29 52
2 4729 9662
1 8595 41
2 7269 1851
2 8430 3315
2 3679 3219
1 9647 99
3 6415 6361
2 3143 3130
1 8509 70
3 6393 5354
3 7717 82
1 5967 43
1 3436 89
1 3994 7
3 2945 8803
1 8564 27
2 2390 8968
2 60 8462
1 5707 78
2 2022 2476
3 3937 192
3 5513 535
3 6771 5976
1 9797 29
2 5356 79
2 7701 7207
3 1655 9596
1 4016 21
1 8133 17
1 7084 13
2 864 5146
3 6346 659
2 4903 7429
3 155 10
1 2290 30
3 6061 3066
1 5919 95
3 3898 3041
1 4849 12
3 6411 5676
2 9536 6539
1 8872 51
3 3055 4139
3 9233 4293
2 2545 1176
3 2288 3588
2 5589 4084
2 8485 4333
2 3739 6446
3 1830 9208
3 4778 5096
2 9223 7947
3 7975 1001
2 6858 233
1 3832 50
1 1287 8
2 7332 7006
3 5727 1842
3 3514 5581
3 8810 7410
3 6134 2187
3 9995 7761
1 6475 91
3 6679 8945
2 4559 1047
3 9965 1056
1 4939 58
2 8388 6817
2 2150 330
3 8708 5492
3 4474 1625
2 1687 1619
2 6847 1063
2 5711 7741
1 8682 54
3 3033 8616
3 9027 3926
3 8378 2314
3 5922 4463
3 9047 9522
3 9580 3996
1 3193 51
3 5484 5232
3 754 942
3 4969 5749
1 3316 29
3 6546 4159
2 3952 8888
2 8175 4809
2 2728 3855
3 9123 3435
3 7143 8438
1 7127 32
3 185 1026
1 3699 28
3 4772 6223
3 6830 9120
3 9166 9424
2 3814 7598
3 9277 6677
1 4153 60
2 9592 5646
1 4490 55
3 5904 1666
1 4439 93
1 8125 30
2 5849 4595
1 9259 75
1 5290 42
3 9566 3202
2 4747 3814
2 3363 9757
2 415 3064
3 4092 8968
3 8794 1113
2 9489 2543
2 2759 4743
3 5149 1871
2 3313 2813
2 9075 8730
3 4218 3476
3 5159 6838
1 1230 97
1 4210 16
2 2250 2841
1 4740 75
1 6145 18
1 3336 55
1 4154 4
3 6631 5327
2 1658 9544
2 6850 4702
3 1798 9151
3 9810 1668
3 9492 269
1 1913 34
2 7272 3414
2 5351 3021
2 5301 4178
3 8062 808
1 3575 4
3 871 5667
3 9026 7465
1 8492 37
1 7582 43
2 7943 3403
3 5270 7026
3 4036 2377
2 9389 7677
3 993 2090
1 1915 71
2 1693 1568
3 9220 6946
1 179 97
2 594 3378
3 1911 1320
3 4822 2941
3 7499 3328
1 2079 95
1 97 21
3 2807 1632
3 1362 9676
2 9231 8896
2 916 1145
1 4700 77
3 3708 3648
2 4593 4822
2 2504 2320
2 2790 1867
1 1442 4
2 3509 446
2 610 8159
3 9279 7389
1 3668 40
1 1833 88
3 7663 3645
1 5541 7
3 2093 7092
1 33 5
3 5187 6986
2 1327 494
1 7331 98
1 1345 45
3 9240 1626
3 6726 6215
3 8653 229
2 4228 8636
2 976 728
2 43 6186
1 8147 75
1 4606 47
3 8566 1796
2 8446 8341
2 5714 7580
3 7638 657
2 5851 9310
1 7572 6
2 504 865
2 4041 907
3 3810 1883
1 9299 64
1 4322 63
1 9683 69
3 9357 506
1 3489 73
2 9804 6697
3 8363 756
3 5556 1259
2 9829 5299
3 287 9109
1 4890 67
1 7576 46
3 2021 8110
2 9387 3818
2 685 5291
2 8992 5095
3 2959 9809
1 5637 14
1 8701 34
1 4656 65
2 78 3003
2 8072 2349
2 8765 721
2 601 6459
1 8255 93
3 8833 2487
3 5069 1797
3 2060 8612
1 6205 9
1 1215 9
3 5570 2793
2 6954 7216
3 4877 2332
2 7262 2932
3 7112 8577
2 8604 3762
1 4269 42
2 7937 890
3 2399 7551
1 3923 8
1 7115 1
1 7693 95
3 6491 7862
3 5805 5123
2 7930 2234
2 7198 7190
2 5304 8732
2 5207 3020
2 3720 1771
3 5083 2879
1 8470 60
3 6030 5128
1 5891 14
1 3035 31
1 6723 79
3 6508 5253
2 4546 557
1 6765 64
1 8124 24
1 7432 34
2 8356 6429
3 157 2458
3 8591 2573
2 4886 9104
1 7290 55
3 2660 4194
3 6204 5091
2 8480 9207
1 1373 22
3 4488 17
1 1830 30
1 3222 5
2 7556 9822
1 8595 26
3 1872 3715
3 323 2726
3 7675 8930
2 8287 7409
1 2543 12
1 4310 24
1 5853 3
2 3064 4410
2 3185 8317
2 5878 2496
2 7674 4367
2 3508 4689
1 2669 34
3 5005 3354
3 9330 4367
2 7437 291
3 1912 4746
2 1111 4161
3 5190 7345
2 9090 3222
2 4049 7247
1 2647 21
3 473 6993
2 3505 1997
2 3945 1326
1 9145 18
1 6467 65
2 7417 4488
1 3054 75
1 5911 3
3 9927 2814
3 1368 1888
2 3850 2360
2 1398 2217
2 5948 6161
2 1216 4432
2 3126 2697
3 6134 113
3 6950 7441
3 1462 2996
1 2583 95
3 529 642
1 9534 66
2 749 2241
1 8654 74
1 2468 78
1 884 48
2 3443 1366
1 1690 76
2 1988 6129
2 1216 1676
2 6905 8556
2 834 3874
3 3474 4622
3 8330 2797
2 9346 2427
1 7221 45
3 1994 2070
1 7490 5
2 4059 4637
1 6072 58
3 5181 9109
3 9196 6294
1 9567 53
1 1546 51
1 449 41
2 2886 1290
2 8215 9635
1 159 9
3 2623 9351
1 4695 15
1 8386 83
3 5108 8236
3 5758 8642
3 1029 6145
1 8398 47
3 2293 4524
2 1413 2738
1 1949 53
1 4523 92
1 9421 19
1 6797 97
1 6295 84
1 7700 15
3 9066 2364
2 2062 4163
2 5203 6456
1 671 85
2 6403 3174
3 8464 5966
3 9875 3585
3 8794 8234
1 6621 4
3 2003 3186
1 45 42
2 3227 664
1 1261 47
1 5038 92
1 6287 74
3 7555 9421
2 3460 9295
1 8438 0
3 4612 7544
1 3499 5
2 4136 5440
2 1929 5018
3 236 3566
1 8816 98
1 3589 80
2 9784 6838
2 4256 298
3 2312 9098
2 8601 61
1 2071 59
2 9704 2902
2 6802 1182
3 4564 7769
3 4543 9119
1 376 77
1 7701 68
3 9481 3489
2 38 5800
1 5389 34
1 2217 25
2 5067 4368
2 1648 1169
2 3246 2084
1 8181 8
1 1868 28
1 6793 31
2 5172 6104
2 8710 6142
2 7696 7528
2 6743 7805
2 908 2872
1 4369 25
2 5277 7764
1 701 96
1 9441 34
3 9123 6335
1 3603 44
1 5840 7
3 522 615
2 9788 3709
1 7669 64
1 6045 61
2 1479 6923
2 5731 919
3 6610 2753
3 9543 1875
2 9100 3872
2 1113 5879
1 2788 17
2 7651 2539
1 832 87
1 1407 47
2 126 6098
1 1077 18
3 4387 8438
3 9006 4332
3 9959 3432
1 5827 20
1 6100 53
1 7809 48
1 9141 56
2 9432 901
2 801 7378
3 5444 1548
2 1005 5934
1 5847 17
1 123 57
1 9244 67
1 3798 8
3 7948 524
3 2230 232
3 2766 9663
1 8502 68
1 736 69
3 9551 9616
2 1069 8933
1 762 70
2 5255 7410
3 8135 6318
2 7527 617
2 7433 2846
3 1693 1963
1 4945 53
3 9392 6353
1 1191 28
1 4157 47
3 1158 2946
2 3716 8201
1 6683 46
2 2900 3861
2 7329 7645
2 1988 9338
2 2662 2543
3 151 8286
3 6251 8114
3 5613 4314
2 6612 1823
1 3712 0
3 1950 7236
1 4001 16
1 3143 51
2 2684 5803
1 2446 26
2 7853 4967
1 1340 83
1 2555 16
1 7907 25
3 8781 4897
3 5735 3198
1 8325 23
3 2524 8017
2 21 701
2 6855 7379
3 2583 1584
2 6596 6019
3 5075 235
1 5024 65
3 2480 5393
3 5334 7479
1 8829 23
3 2000 5378
1 1634 89
1 2539 82
1 3939 90
3 8269 7783
2 8163 9209
2 3941 7074
3 5864 5905
2 2682 1239
3 9050 3014
3 6432 1365
2 4534 3754
1 8990 35
1 2459 15
2 9984 6546
2 117 4708
3 6837 8649
2 169 864
1 6436 96
2 4152 2595
3 5912 5378
3 3049 9911
1 6325 34
3 5778 9113
2 807 9096
2 9970 5565
2 8341 2401
1 3851 36
1 650 85
3 6777 1021
3 5081 6932
1 4099 48
2 8171 8267
2 280 4044
2 666 1202
3 3950 1171
2 1942 5863
1 5893 84
2 5140 3837
2 8891 613
1 2101 39
2 6014 442
3 6702 4964
3 6987 1595
1 7794 35
1 8263 80
2 4342 855
3 9856 2140
2 4290 3631
1 2747 41
3 1567 460
3 823 2825
2 6410 5878
2 6616 9216
1 8227 63
1 864 17
1 8805 40
1 7513 26
1 2420 62
1 5755 86
3 7123 7881
3 7505 5055
2 4680 1465
2 6818 4432
1 1736 2
2 1952 664
1 1271 10
2 8028 2531
2 8632 9945
1 6160 17
2 8676 2205
3 8593 6061
3 4038 740
1 1650 59
3 5897 7164
1 1588 87
3 5811 8678
1 9728 13
2 3896 1688
1 3479 3
1 111 73
2 6928 876
2 3685 4913
2 4610 272
1 1338 13
2 617 9959
2 1931 5769
1 9510 0
3 7801 5830
1 4679 96
3 227 2458
2 9361 5737
1 8733 55
2 6843 4031
2 9390 3997
2 9101 4613
3 7927 2895
2 1782 1495
1 2755 40
1 8694 38
2 441 5521
3 2226 4881
1 7430 85
3 2458 8983
2 6653 8372
1 62 18
2 2744 8103
3 4241 9885
2 1319 8577
2 579 9516
2 3422 6308
3 5075 8534
3 2464 9771
1 2040 25
3 9170 5233
1 4003 10
2 5215 4047
2 262 4639
1 1465 5
3 8045 6535
2 4581 6309
3 286 1383
3 7223 198
3 6300 5823
2 4359 1344
3 789 8054
1 4077 43
3 9401 9882
1 5949 93
1 7745 14
3 8904 4716
3 600 5001
2 7181 8575
2 3532 1226
1 9787 63
3 8628 6372
2 95 3767
1 947 59
1 5763 62
3 7274 3379
2 2620 2282
1 3376 25
1 518 13
1 6621 98
1 3727 57
1 8254 60
2 1969 2536
1 4544 96
2 2458 9309
2 7909 2935
3 7143 5554
1 1650 43
1 5651 44
3 2972 2144
3 776 9853
1 229 62
1 3057 21
2 151 8081
1 6049 45
3 5157 4799
1 4677 45
1 7084 19
3 1326 8481
2 944 7805
2 3210 8580
2 6586 2743
1 6093 2
1 7589 55
1 8859 3
1 5668 11
1 693 5
1 6444 52
2 5484 514
3 259 1458
2 7177 1019
1 888 98
2 7734 6358
2 506 7114
1 2692 57
3 9099 5532
3 4343 5437
3 7879 5041
3 7151 524
2 1255 7134
2 9516 4310
2 6356 4609
1 1759 89
2 7591 9199
2 2409 556
3 2641 6007
3 3445 349
3 5317 8227
2 6377 5377
3 4302 2983
3 3685 2498
2 6789 5205
2 7497 7494
2 7266 1436
3 4148 196
1 2642 49
3 6635 2633
1 7702 55
3 6917 4325
3 6454 4978
3 9477 8662
2 457 5451
1 8410 48
3 5734 6564
1 9671 17
1 8698 9
3 4107 4498
1 6831 52
1 900 75
3 3328 4827
3 5710 4303
2 3293 1111
3 9729 9859
1 5188 10
2 8080 214
1 9224 95
1 9194 48
3 233 5585
3 4618 9513
3 9678 2840
2 9716 4901
3 4768 8193
3 5269 7922
1 5577 20
2 487 8715
1 1526 67
3 3311 1558
2 8152 8143
2 4448 9112
3 6413 5141
2 9556 4857
2 7001 9624
2 5556 1244
2 321 9016
2 7030 5855
2 3951 5174
3 2447 8484
1 1683 74
1 63 86
2 4712 199
3 3175 9755
3 2891 3107
3 4447 8663
3 6628 8983
1 558 91
3 8270 6315
3 1209 5113
3 2058 8087
3 7401 7173
2 1855 8236
2 7802 7763
2 8604 653
2 5382 1451
3 9755 4430
2 3143 7521
2 5090 2142
2 5857 9702
2 1460 1760
1 3513 49
2 2425 7367
3 4999 5168
2 31 3771
2 1818 5504
1 2057 69
3 7105 4753
1 465 3
1 3632 67
2 4693 7158
1 7517 54
3 8942 5983
1 8635 16
1 6539 52
2 6894 5533
1 523 83
1 1194 55
3 47 1914
3 1532 682
1 7971 65
3 9311 3132
1 1870 66
2 3590 5842
2 931 9494
3 8395 6387
3 1363 4323
1 3122 87
1 7891 16
2 8087 9307
2 2954 5672
2 7683 1334
3 5969 9101
3 238 9042
2 1840 6324
1 6226 5
3 1656 6081
3 9360 5668
2 1022 936
1 1154 97
2 5207 8327
2 7541 6009
2 9359 1978
2 9601 8567
1 4747 84
2 1262 7564
3 5929 5571
1 5509 18
1 5776 36
2 6131 3253
1 4473 83
3 8460 8704
2 8321 8062
2 7283 7662
1 7534 36
1 755 62
3 7711 6888
2 9187 8158
3 9034 9794
1 6921 15
1 4245 18
3 7749 3371
1 1341 38
3 7058 8973
2 4443 610
3 8587 2924
2 293 635
2 7570 6173
3 6127 5207
1 9775 38
1 5393 2
1 9398 77
1 4453 54
1 8921 45
2 3850 1182
2 9599 9768
2 2659 61
2 2606 3982
2 7062 108
2 1312 3447
3 7837 7249
2 2922 2678
1 2075 27
1 9386 24
2 9695 3731
1 2146 24
3 7479 8692
1 4446 18
3 4684 4711
3 4754 2374
2 2550 210
3 1338 9483
1 2841 17
3 8780 1435
1 1668 28
1 6890 63
3 8166 3436
1 4174 79
3 6527 4290
3 981 5395
1 1934 33
2 3087 5634
1 4463 68
1 8702 35
2 4135 8712
1 359 64
2 8027 3792
2 8032 5971
2 9333 8849
3 1697 9829
2 6433 1414
1 8064 78
3 2160 7173
2 6502 6108
1 505 78
3 5537 9658
2 8399 4036
3 1049 2067
1 2179 56
1 747 53
1 6065 45
3 9785 7259
1 6489 57
2 6134 2271
1 9698 40
1 6485 61
2 2458 1188
1 6171 95
2 9257 8245
2 6313 799
1 8510 1
3 6905 7780
2 8759 8490
2 4137 4623
3 5622 8515
1 9975 99
3 7788 7686
2 8616 2381
1 7440 57
1 8477 2
1 5047 94
2 1866 3459
3 1448 8569
1 6739 49
2 7123 4678
1 495 96
3 3308 8869
2 5807 7484
2 6893 2641
2 6224 4795
1 2510 56
3 9885 8907
3 8493 6706
3 1941 9855
1 4761 63
1 7785 49
1 7248 62
3 4262 8088
1 2589 92
1 4458 11
3 5585 2964
2 9012 2849
3 2249 7693
2 407 5985
3 1270 2349
3 3162 5298
3 9783 60
2 5272 673
3 4597 3165
1 2565 62
3 9675 3813
1 7495 26
2 5238 1424
2 3705 1831
2 8379 9452
3 30 8965
1 8993 6
1 9123 15
3 2665 4967
2 4045 7881
1 415 31
1 8963 33
2 7737 5322
1 5529 30
1 5687 9
2 2889 3787
2 4365 793
1 450 52
1 6314 12
3 5241 6468
1 9703 45
2 8014 6085
1 4750 5
1 7336 72
1 1880 21
3 4322 9001
2 7986 3366
1 3857 95
1 5433 78
3 6329 4374
3 1010 5919
1 904 45
1 9386 65
1 5229 6
2 6227 7935
3 3003 2256
3 9917 6593
3 7623 6988
1 1200 35
3 8625 5546
1 8079 33
1 9184 40
2 784 8070
3 1899 7628
2 2416 206
3 5398 9560
1 5619 79
1 1301 30
1 6711 98
1 6581 51
2 1778 8495
2 7575 8335
2 7304 9118
1 6029 21
2 6605 9784
1 8099 73
2 7750 8912
2 2866 4342
1 8449 72
3 5346 4395
3 8564 2524
2 1041 99
2 3318 7402
2 3664 8376
1 3430 88
3 2520 558
2 6611 8307
1 478 76
2 840 5197
3 3689 542
3 3699 5457
2 8555 6497
2 5394 6166
3 4055 6181
3 83 4170
3 5894 6689
3 9589 3299
1 7462 94
1 6278 93
3 4936 4355
1 6506 23
3 4187 2959
3 3349 4705
3 9912 8759
3 7554 5193
1 8929 26
2 6058 7026
3 3895 5572
3 9256 7417
2 6165 8704
1 4511 67
2 9228 4365
3 1336 7713
3 9609 3976
3 415 1529
3 5390 8056
1 5799 5
2 1072 8007
3 8564 3614
3 6723 6130
3 5587 6098
1 2349 7
2 7787 3012
1 3553 69
3 3815 9387
1 3218 51
1 151 25
1 3011 76
3 4199 520
1 1508 88
2 1082 9180
2 4053 4387
1 6449 39
3 9140 3594
2 4516 7408
2 1420 1511
1 1286 30
3 8154 4512
1 9580 34
2 7681 6998
1 5123 55
1 6369 28
1 7136 76
3 9485 1714
1 3217 15
1 7824 32
1 2108 76
3 6954 1235
1 8248 86
3 6386 9553
3 3131 3109
2 2703 4989
2 3013 517
3 1848 6353
3 4277 1468
1 5144 16
1 1656 14
3 2849 7534
2 2047 7120
3 9954 9858
1 828 61
1 4565 48
2 123 5054
1 3414 17
3 4379 3882
2 1769 698
1 4536 9
1 5803 79
3 6037 6459
1 7347 14
2 7097 6677
2 3687 6278
3 7969 6400
3 6415 5969
2 7566 348
2 6537 8468
1 5882 6
2 4609 8308
2 3292 4345
1 9870 46
3 7459 1407
3 2458 1445
3 5850 5765
2 4296 8531
2 2346 6097
2 4278 2633
2 6906 6091
3 1098 699
1 969 53
2 7468 2141
2 1645 9599
2 8851 8409
2 2333 4258
2 2215 4905
2 8065 7251
1 2442 13
1 5592 81
2 6974 2235
3 6977 8288
3 4973 5756
2 3630 3752
3 46 8954
2 4257 1287
3 4233 9853
1 647 38
1 2968 92
1 2704 30
1 7318 58
2 6385 9516
1 5400 55
2 1716 4470
1 168 77
2 5848 1475
1 9800 74
3 4511 4797
1 5984 44
1 5884 9
1 2758 59
1 3298 94
1 8473 69
2 9800 5088
1 8896 33
1 9619 20
3 6746 3238
3 323 7749
2 4520 7645
1 7409 97
1 7133 41
3 5425 7160
3 2123 9930
3 9661 6081
2 1668 3014
3 893 6034
3 7945 9131
2 703 5805
3 8257 324
2 7004 273
1 5453 21
2 9568 290
3 2130 2413
2 5361 2073
3 30 93
3 9364 7337
3 5560 5281
2 4994 5983
1 9804 27
3 9707 3947
2 5339 4520
2 6637 439
1 1627 45
3 2536 4281
3 9706 662
3 6242 6377
2 8812 1937
3 512 3282
2 4368 8162
2 8548 7868
3 3001 3206
1 8705 18
2 8278 3991
2 6650 6526
1 9545 45
2 6686 8825
1 4660 13
3 5823 4499
3 367 5219
1 673 0
3 7286 3118
3 3591 1788
1 6535 33
2 5997 3067
3 2292 2864
2 2896 9549
1 6231 28
1 3800 49
3 2753 9351
3 2168 1203
1 5509 50
3 6291 8431
1 9944 75
2 9052 1112
2 8954 3403
2 4142 2650
3 8155 5231
3 2508 3080
2 1359 2184
2 1780 4352
2 2318 154
2 5974 6444
3 7770 8471
1 3966 81
1 4642 60
3 1402 6969
3 1444 5124
3 999 3983
3 5890 5341
3 131 3472
3 1926 5789
2 8562 1763
3 9979 5884
3 160 1865
2 4155 9125
3 1553 6879
2 7952 4674
2 9581 5672
1 2308 88
2 7533 8043
1 6952 27
2 2876 1233
3 3419 1212
1 6164 32
3 5320 1877
2 4683 9781
2 1014 7732
1 3436 71
3 6960 4305
3 440 1837
3 7391 3317
1 7050 81
1 1125 87
2 6776 4747
1 2732 28
2 8511 1100
3 2170 8465
1 2693 2
1 9567 57
2 5478 7386
3 8139 1128
3 7120 3962
3 3686 7649
2 7814 4424
1 6929 64
1 5283 95
3 5955 3184
2 9898 38
1 2017 4
1 6280 14
2 9514 863
2 6577 4335
1 2889 35
1 2343 55
2 1123 8201
1 3158 6
3 4742 6603
3 7390 6500
3 26 356
3 5960 6123
3 9279 5636
1 6171 77
2 4838 1100
1 5594 97
1 6867 33
3 5173 3587
2 4579 4681
1 7393 67
1 2504 45
3 8724 4406
2 7673 37
1 353 88
3 7039 4952
1 5562 11
2 4370 8034
3 8680 9559
2 7285 4137
3 8845 7656
2 6904 3801
1 8961 69
1 4460 6
2 9083 3089
3 523 128
1 5864 61
1 6909 58
2 4037 4139
2 7802 7776
2 2598 6620
3 9464 3523
2 1129 5192
2 3551 7750
1 6355 8
2 4932 7354
3 8807 6767
1 7734 81
2 7094 1014
2 9813 5167
3 3019 4117
2 3881 3580
3 4895 1060
2 4784 962
2 7574 3322
1 32 99
2 9457 7060
1 1196 3
3 1811 8086
3 1209 7898
1 9126 80
1 8815 72
2 9486 8747
3 8343 3530
2 1302 1103
3 1092 4554
2 8235 362
1 1846 48
2 8440 7780
3 3045 8988
2 5520 3721
1 2744 58
1 1852 80
2 9863 6425
3 4759 7726
3 6624 8817
1 5058 93
2 2975 8252
2 7496 6691
1 1526 53
1 7687 9
1 8702 33
2 5410 2349
3 2132 2211
1 2120 35
2 2794 9944
2 7757 9389
2 3082 2363
3 4376 6210
1 5663 49
1 8047 62
1 2879 47
1 8970 24
1 5267 34
1 9731 69
3 4081 7884
1 4184 8
2 2091 5074
3 576 5801
1 3736 50
2 3365 3464
3 5289 5811
2 928 4887
2 5267 8774
1 60 15
2 1686 7975
3 1500 6183
2 7054 4625
3 1322 5200
3 1800 951
1 5221 92
2 6759 2307
3 8334 3234
1 1026 80
2 879 6668
2 9067 8353
2 5138 6204
3 6849 3257
1 9917 83
2 8920 2730
1 5083 5
2 5107 7133
1 5737 69
3 6672 9599
1 5487 46
3 4564 5896
3 6608 7385
2 1186 4233
3 388 569
1 9671 89
2 6494 2945
3 5217 4403
1 1574 45
2 6860 2696
1 8344 77
1 714 10
1 8528 48
3 690 4602
2 3339 4990
2 6919 9779
1 9716 27
3 9911 7841
2 78 438
3 2062 7297
1 5666 96
1 577 11
1 5934 21
1 5044 15
3 7495 1165
3 9394 8083
1 5429 80
2 1464 7572
2 197 7649
2 1307 6062
1 885 63
3 1163 3521
2 1319 1642
2 1244 510
3 2123 4356
2 7990 3750
2 6340 882
3 962 2345
1 9194 75
2 9027 199
2 1927 8014
2 800 9176
1 416 13
2 1013 8090
2 4337 6564
3 5177 906
2 451 7245
1 9917 85
3 244 4334
2 4750 9713
3 8021 1639
2 7350 8790
1 6597 51
3 7395 5316
2 8747 6004
2 806 1180
2 6615 7982
2 3304 7719
3 2338 7962
1 1139 63
1 8117 39
1 2384 81
2 5248 7336
2 3759 4730
1 5256 63
3 2581 633
3 3002 7247
2 7020 6903
2 5596 9240
1 8551 57
2 7479 6946
1 4630 90
2 7492 2127
3 1196 2237
2 6567 5301
2 1589 7881
1 7421 93
1 326 79
3 1984 6201
1 5535 48
1 692 27
1 967 88
2 9787 6822
1 8585 66
1 5589 28
1 4509 16
3 2390 9368
2 710 6747
3 2283 8730
3 3096 9630
1 7774 13
2 6078 2449
3 6569 2235
3 5538 1554
2 6744 8782
1 6335 96
3 7635 5192
1 5655 5
1 3637 81
3 8958 3982
1 2187 95
2 4570 6173
1 36 25
2 6903 4631
1 237 47
1 1584 26
2 5832 2257
2 8952 4214
2 1522 8395
3 2821 3704
2 101 1200
2 5889 2121
2 4126 9447
1 4072 96
3 2973 3549
1 9091 29
3 88 1459
2 5238 6762
2 2639 8284
1 1139 26
3 3197 7557
1 1252 60
3 4098 3922
2 8080 4870
2 3045 7842
3 9383 4323
2 6695 763
3 6263 2352
1 9986 95
2 4923 2269
2 7153 5465
1 4432 34
2 8837 1475
3 6537 5906
1 8657 36
2 886 4684
3 3165 1378
3 6902 3992
1 8255 51
3 5238 1661
2 4179 5166
